Distritos;X;Y
JOSE LEONARDO ORTIZ;-6.73982967053; -79.8425872766
INCAHUASI;-6.23120472577; -79.3871260586
PICSI;-6.71639249456; -79.7725775674
PIMENTEL;-6.79943333042; -79.9035375985
POMALCA;-6.7817538872; -79.7590375825
PUCALA;-6.79462920259; -79.5137262547
FERREÑAFE;-6.62050180317; -79.7911632795
PUEBLO NUEVO;-6.62989787975; -79.8244314908
LAMBAYEQUE;-6.67395784729; -79.9328976163
MOCHUMI;-6.5628193315; -79.8875151121
SAN JOSE;-6.76605963038; -79.9369149137
TUCUME;-6.50330862013; -79.8762753274
CHUGUR;-6.68551917642; -78.7076814974
SALITRAL;-4.83829981961; -80.6832530866
SECHURA;-5.91946876249; -80.6604774584
LA ARENA;-5.30899082575; -80.7625713371
HUMAY;-13.7440844282; -75.8179854907
INDEPENDENCIA;-13.6468601048; -76.0129967547
ILABAYA;-17.3837602711; -70.5709798071
ITE;-17.8035161755; -70.9329951453
MOQUEGUA;-17.2292211754; -71.0612372747
SAMEGUA;-17.1566784516; -70.8526004078
SAN CRISTOBAL;-16.6633973295; -70.6446532952
TORATA;-16.9981190442; -70.7383213374
OMATE;-16.6466473274; -70.9629954573
CHOJATA;-16.4570196196; -70.5712518191
ICHUÑ‘A;-16.1882307942; -70.4947181066
SAMA;-17.9570154522; -70.6676980665
CANDARAVE;-17.0419322251; -70.2478566082
CURIBAYA;-17.3941320557; -70.333878019
ALTO DE LA ALIANZA;-17.8333560868; -70.278895919
JEQUETEPEQUE;-7.35019744094; -79.5470908418
SAN JOSE;-7.36981082284; -79.3856709871
BULDIBUYO;-8.12440738373; -77.3827555524
CHILLIA;-8.16083270321; -77.520896839
HUANCASPATA;-8.43914776739; -77.2681947173
CASA GRANDE;-7.57668497424; -79.1949417302
CONDORMARCA;-7.5615634866; -77.5975524238
LONGOTEA;-7.05649072848; -77.9101186427
UCUNCHA;-7.15323377282; -77.8505971104
SALPO;-8.03289551674; -78.6362747403
SAN PEDRO DE LLOC;-7.48357163078; -79.4048785917
CHAO;-8.5598939499; -78.5064136854
HUAMACHUCO;-7.82673345932; -78.0460792301
SANTIAGO DE CHUCO;-8.34914027599; -78.2446123387
RAYMONDI;-10.5861738861; -73.4365950838
TAHUANIA;-9.97143690744; -73.8269401957
IPARIA;-9.44298791367; -74.1372239891
ALEXANDER VON HUMBOLDT;-8.82493349566; -75.0479831451
IRAZOLA;-8.95050762848; -75.2799078205
MASISEA;-8.9559122942; -73.6865428213
NESHUYA;-8.6413014233; -75.0490320513
MANANTAY;-8.53843086463; -74.5091638823
CALLERIA;-7.9650521055; -74.1601912672
PEDRO GALVEZ;-7.32915847054; -78.1712484047
JOSE GALVEZ;-6.91989554313; -78.1587747201
MARISCAL CACERES;-12.5479207965; -74.9353060404
HUAYLLACAYAN;-10.2469428869; -77.4107731566
VIRACO;-15.6163735273; -72.5669024362
CABANACONDE;-15.6746396599; -71.9594109174
ATICO;-16.0530327788; -73.5382776399
CAHUACHO;-15.5406472544; -73.4317580367
CHAPARRA;-15.824856479; -73.9451650806
POLOBAYA;-16.6419870027; -71.3574226988
MIGUEL CHECA;-5.04853532606; -80.7884238509
SULLANA;-4.82550387478; -80.5461528069
LA HUACA;-5.06546281377; -80.9131599039
CUTURAPI;-16.2930857115; -69.1805682336
PILCUYO;-16.0958288275; -69.5086229084
SAN ANTONIO;-16.08027615; -70.3023604225
ILAVE;-16.2402084124; -69.6780856122
ALTO PICHIGUA;-14.7379204786; -71.2226636837
SALAS;-13.9217602249; -75.875777144
SAN JOSE DE LOS MOLINOS;-13.8820628417; -75.6124134639
ZURITE;-13.4657228107; -72.2466193703
CAICAY;-13.5643066449; -71.6764485333
HUANTA;-12.912033641; -74.2114537189
AYAHUANCO;-12.5314939118; -74.3053631401
SIVIA;-12.603824201; -73.9964474994
LUIS CARRANZA;-13.2393806683; -73.8910041281
TINTAY PUNCU;-12.1771180917; -74.5039738402
HUACHOCOLPA;-12.0566576972; -74.5458128707
ACOSTAMBO;-12.4126821799; -75.0117600365
HUAYTARA;-13.6535442795; -75.3927504042
QUITO-ARMA;-13.5386390085; -75.4060134827
PILPICHACA;-13.409545632; -74.9462022248
TORAYA;-14.0246553019; -73.3137272468
MAZAN;-2.99371921116; -73.7521533435
BALSAPUERTO;-5.73762657304; -76.586618181
PARINARI;-5.03894572276; -74.8635630456
TROMPETEROS;-3.19632349973; -75.8368781523
PUTUMAYO;-2.46882935763; -72.7839101588
TORRES CAUSANA;-1.38887984302; -74.8928947375
BELEN;-3.81159848866; -73.211977827
TENIENTE MANUEL CLAVERO;-0.655314747835; -74.7316149785
YURIMAGUAS;-5.845879927; -76.1615819603
SAN FELIPE;-5.78648012141; -79.3102148403
ESTIQUE;-17.6237011036; -70.0251115519
RECUAY;-9.70646496248; -77.4474301891
MORO;-9.16329120058; -78.1239712816
SAN FRANCISCO DE CAYRAN;-9.99675481003; -76.3305286118
KISHUARA;-13.6652521854; -73.1624793539
CCORCA;-13.5895653192; -72.0871067901
CHIQUIAN;-10.1781712648; -77.1792370892
MOLINOS;-11.5942167079; -75.3392730069
COMAS;-11.6654986427; -75.0489858216
POMACANCHA;-11.632890512; -75.6891760158
LABERINTO;-12.5133219675; -69.923348609
LAS PIEDRAS;-12.003689757; -69.5393094694
TAHUAMANU;-11.6796308722; -69.5319944305
IBERIA;-11.435093654; -69.6792725153
CHILCA;-12.4298170936; -76.6299425206
SAN FRANCISCO DE SANGAYAICO;-13.7819471763; -75.2807748592
NUEVA ARICA;-6.93129391761; -79.370808932
TUTI;-15.4830667533; -71.5976135152
MAJES;-16.352850816; -72.2963698702
CHUQUIBAMBA;-16.0433802066; -72.7208598976
ANDARAY;-15.8525307766; -72.8439524754
SALAMANCA;-15.4061671339; -72.6974434801
TIPAN;-15.7507677635; -72.4996836259
EL CARMEN DE LA FRONTERA;-5.02407797752; -79.3657181949
HUATASANI;-15.0189301739; -69.7996162366
JOSE DOMINGO CHOQUEHUANCA;-15.0299953413; -70.3227287983
LOS MOROCHUCOS;-13.4942259635; -74.2256614943
VISCHONGO;-13.5537107918; -74.0136910864
CHUSCHI;-13.4931307113; -74.4362054181
BAGUA GRANDE;-5.83884192879; -78.4399998329
VILCABAMBA;-10.5357745737; -76.4479921721
YANAHUANCA;-10.5629051884; -76.5724465417
OXAPAMPA;-10.6504221042; -75.3708211419
VILLA RICA;-10.6341978955; -75.1759141292
HUANCABAMBA;-10.3904930522; -75.6386673998
POZUZO;-10.1327185127; -75.5862719412
HUALMAY;-11.0927777245; -77.6069515185
CACRA;-12.7662258592; -75.7479684802
HUAROS;-11.4013131899; -76.5023985978
CAMPOVERDE;-8.52056708932; -74.8455071414
NUEVA REQUENA;-8.16313254805; -75.0147672818
COPALLIN;-5.64770489666; -78.3997567069
LOMAS;-15.3867619194; -74.9351417037
YAUCA;-15.6335217512; -74.4287684195
APLAO;-16.0272374849; -72.5682329026
HUANCARQUI;-16.0124011753; -72.3681869262
SAN GREGORIO;-7.11798066546; -79.1609783769
ETEN;-6.93048338399; -79.8157880727
SANTA ROSA;-6.88074604367; -79.9042597548
CAUJUL;-10.7564012939; -76.9866870323
PARAMONGA;-10.4864496507; -77.7421659301
SUPE;-10.8096115426; -77.5623061372
SUPE PUERTO;-10.7852466114; -77.7256801903
ABELARDO PARDO LEZAMETA;-10.3099490535; -77.1597589323
COLQUIOC;-10.3013918881; -77.5855342168
MANGAS;-10.3609279446; -77.1047459518
INDEPENDENCIA;-9.47135875601; -77.4847154667
MIRGAS;-9.11603713332; -77.1129242201
CORONGO;-8.54891506345; -77.929033096
COPORAQUE;-15.5913243168; -71.6412266887
HUAMBO;-15.7962503592; -72.1604833177
LARI;-15.4799475721; -71.7604455286
COTAHUASI;-15.2763158225; -72.8614598463
TOMEPAMPA;-15.2132677682; -72.7853030622
QUEQUEÑA;-16.5441753088; -71.4432130304
SAN JUAN DE TARUCANI;-16.193846032; -71.0971199
SANTA ISABEL DE SIGUAS;-16.2676895288; -72.0632250939
SOCABAYA;-16.4736420062; -71.5346798289
JOSE MARIA QUIMPER;-16.596490256; -72.7366062121
MARIANO NICOLAS VALCARCEL;-16.0782627213; -73.136117902
MARISCAL CACERES;-16.4556299046; -72.8322579869
OCOÑA;-16.2779873205; -73.0109214809
ACARI;-15.3416747755; -74.5582430803
WANCHAQ;-13.5316820555; -71.9506764361
PAUCARPATA;-16.4200501582; -71.4779818812
ISLAY;-16.8763346172; -72.1022326181
UCHURACCAY;-12.7845330196; -74.0931800693
INKAWASI;-13.3019398974; -73.2089779468
VILLA VIRGEN;-13.0543891214; -73.3397647189
CHINCHEROS;-13.5186387979; -73.7481770688
HUANCABAMBA;-5.19688581072; -79.4973311446
LA MATANZA;-5.36770193377; -80.0828694769
CATACAOS;-5.47051242321; -80.3651408038
PIURA;-5.08199084822; -80.6585271695
PACAIPAMPA;-4.94645251814; -79.6502829642
FRIAS;-4.92729884507; -79.9710172636
IGNACIO ESCUDERO;-4.82673352891; -80.8856464479
LAGUNAS;-4.78073989716; -79.8538700512
LAS LOMAS;-4.69212944641; -80.2278380101
AYABACA;-4.68662618195; -79.606479703
SUYO;-4.46136687818; -80.0627251906
PARIÑAS;-4.49884875871; -81.0435295353
LOBITOS;-4.40301716545; -81.2024249231
MANCORA;-4.14781563063; -81.0089600105
CHACA;-12.783518718; -74.1915595018
CASTILLO GRANDE;-9.20771972159; -76.0384950685
ECHARATE;-12.4182303928; -72.9831244983
SEPAHUA;-11.0837038326; -72.81384006
PUEBLO NUEVO;-9.08225438424; -76.0014430405
ACHOMA;-15.8221409632; -71.6958446113
CHIGUATA;-16.37562733; -71.3586143302
LA JOYA;-16.5884396711; -71.7957995387
CAPAZO;-17.1098490612; -69.7020166798
PISACOMA;-16.9312611565; -69.4476951421
ANAPIA;-16.3253834983; -68.8788268261
JULI;-16.3287179286; -69.5029258536
LAMPA;-15.3559802739; -70.4109031136
TARACO;-15.3080956351; -69.9275348302
SAMAN;-15.2698483567; -70.0168514236
PUNO;-15.9050030282; -70.0636770662
PAUCARCOLLA;-15.7262883895; -70.067145784
VILQUE;-15.7802167477; -70.2631558049
AMANTANI;-15.7047582248; -69.7004329027
CABANILLAS;-15.8533685267; -70.6224572272
TILALI;-15.4916782872; -69.3420774972
CABANILLA;-15.5693757772; -70.3900899747
JULIACA;-15.4599001974; -70.2154501546
ARAPA;-15.090043996; -70.0846096368
OCUVIRI;-15.1829175236; -70.8501051639
QUILCAPUNCU;-14.8469681789; -69.6393112763
AYAVIRI;-14.9315548368; -70.6057581462
MUÑ‘ANI;-14.6857660871; -69.9802696999
ORURILLO;-14.6862784618; -70.487636518
PATAMBUCO;-14.3101068923; -69.6312350981
NUÑOA;-14.3567967254; -70.6705866666
SANDIA;-14.2919313914; -69.4369604809
QUIACA;-14.4672734928; -69.3561899176
AJOYANI;-14.1740361519; -70.2268919052
ALTO INAMBARI;-14.0319794975; -69.334418669
OLLACHEA;-13.741614339; -70.54126219
PAMPAS;-8.13851485794; -77.7988539285
SANTA ROSA;-8.56845666805; -78.1384429315
PAROBAMBA;-8.61275749051; -77.3953187276
SINGA;-9.36276526526; -76.8357109607
RUPA-RUPA;-9.19038194766; -76.1042733903
MARIAS;-9.54691885854; -76.4235137821
JACAS GRANDE;-9.51519574367; -76.6684109766
DANIEL ALOMIA ROBLES;-9.3604322532; -75.7753868443
ARANCAY;-9.13740978415; -76.7337554887
AMBO;-10.1501387637; -76.1411773301
CAYNA;-10.2152133697; -76.3706018486
TOURNAVISTA;-9.00129838888; -74.8663900684
PERENE;-10.9402818498; -75.075958845
PICHANAQUI;-11.0250297722; -74.868765061
SAN LUIS DE SHUARO;-10.8432802591; -75.2727668878
LEONCIO PRADO;-11.0508092538; -76.918539985
YAUYOS;-12.4725733092; -75.9551074955
ALIS;-12.2887826329; -75.7039648602
CASMA;-9.51815087197; -78.2231984269
BUENA VISTA ALTA;-9.37298777075; -78.1427106762
SAN PEDRO;-10.4747239314; -77.5688713743
COTAPARACO;-9.93755528447; -77.5409313971
YUNGAY;-9.09348643822; -77.6664012208
CASCAPARA;-9.3161270449; -77.8327131911
COLCABAMBA;-9.57632620886; -77.8216400863
SAN NICOLAS;-9.0112057149; -77.1695737325
YURACMARCA;-8.76195032769; -77.741144764
CASCA;-8.82313856981; -77.3876641067
LLAMA;-8.90957089437; -77.2901406786
BOLOGNESI;-8.34272664532; -78.0699624959
HUARI;-9.32314031981; -77.2328958883
CHAVIN DE HUANTAR;-9.65543196246; -77.2117245847
HUACACHI;-9.30853980698; -76.9296321835
HUACCHIS;-9.18856287373; -76.8089206651
HUACHIS;-9.42639030901; -77.0781525583
CONGAS;-10.3193726513; -77.4240816864
HUACASCHUQUE;-8.30283665107; -77.9923662825
LACABAMBA;-8.26580345178; -77.9055317484
QUINUABAMBA;-8.70232582028; -77.343694411
CACERES DEL PERU;-8.96100149899; -78.0764149157
MACATE;-8.77654658859; -78.1219901663
SIHUAS;-8.54029117878; -77.6154348851
CASHAPAMPA;-8.58781106314; -77.6532052907
CHINGALPO;-8.36287610009; -77.6459836403
QUICHES;-8.39597930037; -77.5097555254
HUANCAPON;-10.5216919084; -77.1089326193
MANAS;-10.6123677011; -77.2208086332
CHECRAS;-10.9216977531; -76.8554804127
SANTA LEONOR;-10.9627551559; -76.6712221569
CAJATAMBO;-10.4551401018; -76.9438397487
COPA;-10.3644795714; -77.0233787817
EL PORVENIR;-8.05161326993; -78.9959602748
SAN JUAN DE CUTERVO;-6.17421885061; -78.6000926195
SAN LUIS DE LUCMA;-6.27910059715; -78.5787565626
SOCOTA;-6.28736469896; -78.6967242093
CHIMBAN;-6.28459081573; -78.4481448872
LAJAS;-6.57449322322; -78.7275667131
PION;-6.18419621775; -78.4781817795
SANTA CRUZ;-6.62755648183; -78.9419155826
SAN IGNACIO;-5.14040380526; -79.0078954652
SAN JOSE DEL ALTO;-5.51736702366; -79.0550579899
CHONTALI;-5.63393733123; -79.1333535491
CORRALES;-3.59957712452; -80.503013479
CANOAS DE PUNTA SAL;-4.04098754806; -80.8906845363
ZARUMILLA;-3.46440143513; -80.3013899727
CELENDIN;-6.77494718869; -78.1172774818
CUTERVO;-6.38019911927; -78.8330008953
QUEROCOTILLO;-6.1967862041; -79.0916372078
BAMBAMARCA;-6.69306775044; -78.479500115
CHOTA;-6.55998014391; -78.6427502538
CHADIN;-6.43986488593; -78.412792525
CONCHAN;-6.47060852261; -78.6024505674
NINABAMBA;-6.69573161245; -78.7686888579
LURIGANCHO;-11.9557456873; -76.794207352
SAN BORJA;-12.0975356033; -76.9952627269
SAN MIGUEL;-12.0765987497; -77.0900896423
RIMAC;-12.0235974515; -77.0325879052
INDEPENDENCIA;-11.9874773349; -77.0460084365
SAN ISIDRO;-12.0990010539; -77.0367723891
BARRANCO;-12.1440729975; -77.0208786599
ANDRES AVELINO CACERES DORREGARAY;-13.1545937678; -74.2002008928
MOROCOCHA;-11.544540659; -76.1233240315
HUANUCO;-9.89657095109; -76.2966972451
CHURUBAMBA;-9.68526092849; -76.2657293173
SAN PEDRO DE CHAULAN;-10.0785251899; -76.4218222599
YACUS;-9.94605445522; -76.5112461058
CHUQUIS;-9.64827737133; -76.6323299019
PANAO;-10.1483614233; -75.896738334
CHACABAMBA;-9.90056670741; -76.6321379723
PAMPAMARCA;-9.76588576879; -76.7077540255
QUEROPALCA;-10.1875141175; -76.8658586337
SAN FRANCISCO DE ASIS;-9.97837088591; -76.6275119727
CHAGLLA;-9.73716015095; -75.79755351
SANTA MARIA DEL VALLE;-9.79337577961; -76.3126551596
SILLAPATA;-9.79382586453; -76.7668629183
UMARI;-9.86812743902; -76.0279003042
BAÑOS;-10.1073697476; -76.7838631915
RONDOS;-9.9684919655; -76.7204463127
MONZON;-9.33110709177; -76.3878776176
PUNCHAO;-9.44146126567; -76.8364898305
PUÑOS;-9.50308383346; -76.8968995756
TANTAMAYO;-9.37557251773; -76.6700220973
HUACAYBAMBA;-8.95863902123; -76.8392997078
HONORIA;-8.71386504386; -74.6968413735
ULCUMAYO;-10.9044673659; -75.6839640052
YUYAPICHIS;-9.64737877932; -74.9984863634
CONTAMANA;-7.78115897487; -75.3494034681
PADRE MARQUEZ;-7.87940345424; -74.9143173102
CASPISAPA;-6.92050640789; -76.4220117965
COTABAMBAS;-13.7512825446; -72.3412863374
URANMARCA;-13.6684591326; -73.6525014326
SANTA MARIA DE CHICMO;-13.6611570649; -73.546269545
TAMBURCO;-13.5781368228; -72.8719639032
CAPACMARCA;-14.043833628; -71.9934865584
CHAMACA;-14.3344205815; -71.8769133107
LAYO;-14.5287982228; -71.0919648099
CHECACUPE;-14.0059389457; -71.0667868809
POMACANCHI;-14.0536365003; -71.6238983502
LEONCIO PRADO;-14.6714813213; -74.6157225227
CORCULLA;-15.2618235174; -73.218652534
PAUSA;-15.3207077009; -73.3579318395
PUYUSCA;-15.2820812589; -73.5976263967
OYOLO;-15.0230510294; -73.1185987604
COLTA;-15.1277618502; -73.2505710629
CHUMPI;-15.1058161737; -73.6999284588
SAN FRANCISCO DE RAVACAYCO;-15.0058375731; -73.3631913846
CHAVIÑA;-14.982725166; -73.8836655377
SACSAMARCA;-13.9839754352; -74.2225631174
PACARAOS;-11.1271424248; -76.6648444912
ALLAUCA;-12.6400707043; -76.0383578532
HUAÑ‘EC;-12.2748032971; -76.0794978472
MADEAN;-12.9611396481; -75.6983349945
QUINCHES;-12.3115474665; -76.0917403492
TAURIPAMPA;-12.6831748341; -76.1814440589
LA PUNTA;-12.0716645766; -77.1628314524
CHINCHA ALTA;-13.3245339501; -76.0345542845
EL TAMBO;-11.9719549448; -75.1610884156
PUENTE PIEDRA;-11.8720884594; -77.086768675
SAN MARTIN DE PORRES;-11.9927659685; -77.0885044371
COMAS;-11.9290998645; -77.0389161298
LA MOLINA;-12.0879993406; -76.9258984551
YUPAN;-8.64149072746; -77.970095424
COCHAS;-10.6492560708; -77.4870296822
CUPISNIQUE;-7.37346557564; -79.0665716489
SUCCHA;-9.83800190571; -77.63576165
RAPAYAN;-9.27210926848; -76.7766551605
CULEBRAS;-9.82273390495; -78.103600253
HUAYAN;-9.89748090566; -77.7446252552
CARAZ;-9.02251944214; -77.7497741696
LA MERCED;-9.70305259472; -77.6154230842
ACZO;-9.2201283971; -76.9986208564
CHACCHO;-9.02773894387; -77.072042277
CARHUAZ;-9.29359658533; -77.6396360316
ATAQUERO;-9.29019361037; -77.7292992043
MARCARA;-9.30371350331; -77.4955382355
PARIAHUANCA;-9.35601871006; -77.5741962845
HUARAZ;-9.57041621812; -77.471536956
HUANCHAY;-9.73105653809; -77.8193329843
PARIACOTO;-9.48122860614; -77.7946168834
TARICA;-9.39260674282; -77.4820277823
MATAHUASI;-11.8818464002; -75.357433866
SANTA ROSA DE OCOPA;-11.8699305656; -75.3068454762
PACCHA;-11.8800486006; -75.5334254765
APATA;-11.680674107; -75.272520699
MUQUIYAUYO;-11.8350452836; -75.4593641269
EL MANTARO;-11.8178318325; -75.3915705648
HUAMALI;-11.7896290501; -75.40409053
ATAURA;-11.7954643315; -75.4470942562
LLOCLLAPAMPA;-11.8348413676; -75.6250488417
HUERTAS;-11.7643839294; -75.4667395988
JULCAN;-11.7542554677; -75.4288855127
PACA;-11.6831698128; -75.5284508382
YAULI;-11.6788479625; -75.4713469129
TUNAN MARCA;-11.7068211895; -75.5947375023
HUAY-HUAY;-11.7171368295; -75.9653315533
LA OROYA;-11.605270271; -75.8566873536
HUARICOLCA;-11.5256485847; -75.6169726433
PAMPA HERMOSA;-11.4137620927; -74.8418596426
TAPO;-11.4295625743; -75.528417328
COVIRIALI;-11.3174655957; -74.6514739918
MARCAPOMACOCHA;-11.4048868369; -76.257699559
JUNIN;-11.1888134726; -76.0119235956
IMPERIAL;-13.0330917648; -76.3696196438
SANTA CRUZ DE FLORES;-12.5498910213; -76.6462013441
CARAMPOMA;-11.6397024029; -76.3830419094
CHICLA;-11.6644988302; -76.2437979189
HUACHUPAMPA;-11.6968548593; -76.5957975336
PACHACAMAC;-12.1600011814; -76.8098704964
PUNTA HERMOSA;-12.2692451361; -76.7437450079
SAN PEDRO;-14.9711188456; -74.2079395643
PUQUIO;-14.6763019328; -74.0162820452
OCAÑA;-14.4274631659; -74.8471654957
CHIPAO;-14.4771648414; -73.757417971
SANTA ANA DE HUAYCAHUACHO;-14.2208734562; -73.9256091782
AUCARA;-14.1944628059; -74.153949635
SORAS;-14.2095609455; -73.6909929932
ASQUIPATA;-14.0758176762; -73.9378098713
APONGO;-14.0649574235; -74.0068565926
SANTIAGO DE LUCANAMARCA;-13.8262851305; -74.5329247416
HUAYA;-13.8780299062; -73.979199011
HUANCARAYLLA;-13.749075884; -74.1698708846
COLCA;-13.7148596582; -74.0379326237
PACCARITAMBO;-13.7686710187; -71.9371297742
COLCHA;-13.870942013; -71.8670100228
CHECCA;-14.4916049806; -71.4777304394
QUEHUE;-14.3656903447; -71.4895062723
SICUANI;-14.2510170043; -71.1036090237
COMBAPATA;-14.0881433038; -71.3341537601
MARANGANI;-14.3736330143; -71.0956311777
PITUMARCA;-13.8887914957; -71.1581667814
LUCRE;-13.6449847293; -71.7678278048
QUIQUIJANA;-13.805612474; -71.5331691848
SAN PEDRO;-14.166052711; -71.3328229541
PALLPATA;-14.9073568544; -71.0911155123
SANTO DOMINGO DE CAPILLAS;-13.6712295372; -75.1838166957
CHANGUILLO;-14.8016711742; -75.3343961551
EL INGENIO;-14.6777459579; -75.0071063831
VISTA ALEGRE;-14.9284661611; -74.8280058435
PALPA;-14.4897353571; -75.1315755777
LLIPATA;-14.5946607234; -75.1587275205
LOS AQUIJES;-14.0740320502; -75.6406122642
OCUCAJE;-14.4841072733; -75.7807516794
SAN JUAN BAUTISTA;-13.9735463844; -75.7331355473
RANRACANCHA;-13.5476380081; -73.5963016403
KAQUIABAMBA;-13.5115461168; -73.2794061646
HUACCANA;-13.3195062508; -73.7312117723
SOCOS;-13.261456802; -74.2844271146
MOLLEPATA;-13.463581388; -72.6231610075
CHINCHERO;-13.4093831125; -72.0387779392
LARES;-13.0860066882; -72.0260323587
MARANURA;-12.9375608852; -72.6438218422
SANTA TERESA;-13.2443822665; -72.7329813353
OLLANTAYTAMBO;-13.2364727158; -72.3164185055
YUCAY;-13.2942401693; -72.0732270211
TOTOS;-13.5561668634; -74.5011849185
OCROS;-13.3926172606; -73.9003226615
CHIARA;-13.3757477057; -74.1586261324
SAN JUAN BAUTISTA;-13.1959253274; -74.2120367011
ACOS VINCHOS;-13.1279427823; -74.0556085057
SAN MIGUEL;-13.0360649762; -73.9426500306
CARMEN ALTO;-13.2040877849; -74.2355889241
PISAC;-13.3891385849; -71.8083459144
TARAY;-13.4602192042; -71.8838297169
CAPILLAS;-13.3424479777; -75.6110544412
SANTO TOMAS DE PATA;-13.143553988; -74.4709915745
SECCLLA;-13.0808402896; -74.5415166625
HUACHOCOLPA;-13.0458930575; -74.9570050709
CHUPAMARCA;-12.8940305271; -75.5296557323
CONGALLA;-12.9818036757; -74.5404762488
ACOBAMBA;-12.8233134978; -74.5663956912
MARCAS;-12.8744258763; -74.3977836004
ACORIA;-12.5995765115; -74.8235281193
MANTA;-12.6087651784; -75.1604993112
CONAYCA;-12.5179571651; -75.039817795
VILCA;-12.5330274197; -75.2688789821
CUENCA;-12.4599030284; -75.0558017667
ACRAQUIA;-12.3963805438; -74.9392688319
DANIEL HERNANDEZ;-12.3453389527; -74.8336572807
HUARIBAMBA;-12.2621008551; -74.908894256
SAN MARCOS DE ROCCHAC;-12.0792398208; -74.9488761403
COSME;-12.5705116393; -74.6452413725
LA MERCED;-12.7949007454; -74.3297789432
PACHAMARCA;-12.505340554; -74.4604841211
CHINCHIHUASI;-12.4522617962; -74.5699469992
COLCABAMBA;-12.3851305072; -74.7004625468
ALTO LARAN;-13.3821947316; -75.9390041933
CHAVIN;-13.1202625295; -75.9426672281
CHINCHA BAJA;-13.4966751429; -76.1508533735
EL CARMEN;-13.5121981957; -75.9153825662
SAPALLANGA;-12.1138593519; -75.1397434247
CHONGOS BAJO;-12.1948350154; -75.2844327867
CHAMBARA;-12.0056080019; -75.4364796645
PARIAHUANCA;-11.9521803199; -74.8769777367
SINCOS;-11.9420680168; -75.5131170483
MANZANARES;-12.0018817591; -75.364486184
SAN AGUSTIN;-11.9890120708; -75.2344782832
SAÑ‘O;-11.9506179434; -75.2468843658
ORCOTUNA;-11.9753309661; -75.3282264873
CHACAPAMPA;-12.4104203613; -75.2571328248
CARHUACALLANGA;-12.3554296833; -75.2025810774
CHICCHE;-12.2907534971; -75.2933797622
AHUAC;-12.0819994273; -75.3515546078
SAN JUAN DE JARPA;-12.1234933139; -75.4510172516
YAGUAS;-2.80433167812; -71.0132092002
ROSA PANDURO;-1.55813080211; -73.865997263
CAJARURO;-5.61431277899; -78.1747793764
SAN FRANCISCO DEL YESO;-6.65901990083; -77.8595316616
CHIRIMOTO;-6.54747074451; -77.4200108986
MILPUC;-6.49865853395; -77.4136453278
TINGO;-6.38686537469; -77.9435254594
SAN ISIDRO DE MAINO;-6.35441720956; -77.8225667852
COCHAMAL;-6.38622244082; -77.6654494122
SAN FRANCISCO DE DAGUAS;-6.23223587658; -77.7335752485
CAMPORREDONDO;-6.17779804066; -78.3344798942
LONYA CHICO;-6.20742904986; -78.0123971033
LUYA;-6.17183769053; -77.981194173
HUAYLLAY;-10.9519752823; -76.4254456966
TINYAHUARCO;-10.7605473712; -76.248390568
SIMON BOLIVAR;-10.7265230519; -76.4167994352
TICLACAYAN;-10.5537099545; -76.0338349435
HUARIACA;-10.4517724323; -76.1541120859
SAN PEDRO DE PILLAO;-10.416197884; -76.5359209038
NUEVO PROGRESO;-8.52564280796; -76.2125363105
POLVORA;-8.0156539505; -76.7989804789
PAJARILLO;-7.31517248842; -76.6354709767
JUANJUI;-7.24481666265; -76.7680044827
BAJO BIAVO;-7.18416758424; -76.341377986
SACANCHE;-7.08954699921; -76.7628091542
SAN HILARION;-6.93949231475; -76.4868452871
SHAMBOYACU;-7.05176863055; -76.0945592856
TINGO DE PONASA;-6.97034379704; -76.2121145276
PICOTA;-6.96450203763; -76.3315754019
CHANCAY;-7.4094388201; -78.1173081087
LLACANORA;-7.18959858595; -78.4118423526
LOS BAÑOS DEL INCA;-7.09012326878; -78.4559730242
MAGDALENA;-7.2247260288; -78.6223855657
LUCRE;-13.9158770523; -73.2454539464
CHAPIMARCA;-14.0078060221; -73.0867755793
COLCABAMBA;-13.9769337436; -73.2582588565
COTARUSE;-14.5889200264; -73.2951750482
HAQUIRA;-14.2771699823; -72.2305867589
MAMARA;-14.2120169023; -72.5667955546
SORAYA;-14.1707512154; -73.284007039
CHALLHUAHUACHO;-14.1714371666; -72.3104131334
TAPAIRIHUA;-14.1056199516; -73.1179367355
MARA;-14.0451412755; -72.1153708663
JUSTO APU SAHUARAURA;-14.1304393041; -73.1978175752
CHIARA;-13.8798450624; -73.6155651628
COYLLURQUI;-13.918969775; -72.3952604984
LAMBRAMA;-13.8040203969; -72.7881337059
TURPO;-13.7905942924; -73.4722045934
SAN ANTONIO DE CACHI;-13.7894812733; -73.6575828835
NAMORA;-7.18436416536; -78.284075807
SAN JUAN;-7.27390940981; -78.4819788238
CAJABAMBA;-7.6314506476; -78.0321466487
UTCO;-6.88132432414; -78.0576104037
SAN MIGUEL;-7.0774878173; -78.9223645406
CALQUIS;-6.91373777553; -78.9531135022
SAN SILVESTRE DE COCHAN;-6.93143522302; -78.7252698746
SAN BERNARDINO;-7.17498114303; -78.7856570441
VICTOR LARCO HERRERA;-8.1393501322; -79.0458228276
BOLIVAR;-7.26463580741; -77.7339112042
AGALLPAMPA;-7.94554980835; -78.4640045582
